chid,views,subscriber,videoscount,date
UC6SjJYxfFL1_vsHPdw,2661608,1114,223,2016-12-21
UC6SjJYxfFL1_vsHPdw,2661898,1114,223,2016-12-22
UC6SjJYxfFL1_vsHPdw,2662189,1114,223,2016-12-23
UC6SjJYxfFL1_vsHPdw,2662471,1114,223,2016-12-24
UC6SjJYxfFL1_vsHPdw,2662728,1114,223,2016-12-25
UC6SjJYxfFL1_vsHPdw,2662938,1114,223,2016-12-26
UC6SjJYxfFL1_vsHPdw,2663180,1114,223,2016-12-27
UC6SjJYxfFL1_vsHPdw,2663442,1114,223,2016-12-28
UC6SjJYxfFL1_vsHPdw,2663766,1114,223,2016-12-29
UC6SjJYxfFL1_vsHPdw,2664133,1114,223,2016-12-30
UC6SjJYxfFL1_vsHPdw,2664486,1115,223,2016-12-31
UC6SjJYxfFL1_vsHPdw,2664902,1116,223,2017-01-01
UC6SjJYxfFL1_vsHPdw,2665410,1116,223,2017-01-02
UC6SjJYxfFL1_vsHPdw,2665828,1116,223,2017-01-03
UC6SjJYxfFL1_vsHPdw,2666170,1116,223,2017-01-04
UC6SjJYxfFL1_vsHPdw,2666566,1116,223,2017-01-05
UC6SjJYxfFL1_vsHPdw,2666932,1116,223,2017-01-06
UC6SjJYxfFL1_vsHPdw,2667231,1117,223,2017-01-07
UC6SjJYxfFL1_vsHPdw,2667866,1117,223,2017-01-08
UC6SjJYxfFL1_vsHPdw,2668120,1117,223,2017-01-09
UC6SjJYxfFL1_vsHPdw,2668350,1117,223,2017-01-10
UC6SjJYxfFL1_vsHPdw,2668565,1117,223,2017-01-11
UC6SjJYxfFL1_vsHPdw,2668819,1118,223,2017-01-12
UC6SjJYxfFL1_vsHPdw,2669062,1118,223,2017-01-13
UC6SjJYxfFL1_vsHPdw,2671424,1117,223,2017-01-14
UC6SjJYxfFL1_vsHPdw,2671424,1118,223,2017-01-15
UC6SjJYxfFL1_vsHPdw,2676820,1118,223,2017-01-16
UC6SjJYxfFL1_vsHPdw,2678493,1118,223,2017-01-17
UC6SjJYxfFL1_vsHPdw,2679527,1118,223,2017-01-18
UC6SjJYxfFL1_vsHPdw,2679380,1119,223,2017-01-19
UC6SjJYxfFL1_vsHPdw,2679652,1119,223,2017-01-20
UC6SjJYxfFL1_vsHPdw,2679914,1120,223,2017-01-21
UC6SjJYxfFL1_vsHPdw,2680258,1120,223,2017-01-22
UC6SjJYxfFL1_vsHPdw,2680530,1120,223,2017-01-23
UC6SjJYxfFL1_vsHPdw,2672044,1120,223,2017-01-24
UC6SjJYxfFL1_vsHPdw,2672044,1120,223,2017-01-25
UC6SjJYxfFL1_vsHPdw,2672523,1121,223,2017-01-26
UC6SjJYxfFL1_vsHPdw,2672758,1121,223,2017-01-27
UC6SjJYxfFL1_vsHPdw,2672758,1121,223,2017-01-28
UC6SjJYxfFL1_vsHPdw,2673319,1121,223,2017-01-29
UC6SjJYxfFL1_vsHPdw,2673650,1121,223,2017-01-30
UC6SjJYxfFL1_vsHPdw,2673650,1121,223,2017-01-31
UC6SjJYxfFL1_vsHPdw,2674304,1122,223,2017-02-01
UC6SjJYxfFL1_vsHPdw,2674304,1122,223,2017-02-02
UC6SjJYxfFL1_vsHPdw,2674513,1122,223,2017-02-03
UC6SjJYxfFL1_vsHPdw,2674977,1122,223,2017-02-04
UC6SjJYxfFL1_vsHPdw,2675273,1122,223,2017-02-05
UC6SjJYxfFL1_vsHPdw,2675595,1122,223,2017-02-06
UC6SjJYxfFL1_vsHPdw,2675942,1122,223,2017-02-07
UC6SjJYxfFL1_vsHPdw,2676150,1122,223,2017-02-08
UC6SjJYxfFL1_vsHPdw,2676150,1122,223,2017-02-09
UC6SjJYxfFL1_vsHPdw,2676688,1122,223,2017-02-10
UC6SjJYxfFL1_vsHPdw,2677020,1125,223,2017-02-11
UC6SjJYxfFL1_vsHPdw,2677329,1125,223,2017-02-12
UC6SjJYxfFL1_vsHPdw,2677329,1126,223,2017-02-13
UC6SjJYxfFL1_vsHPdw,2677879,1127,223,2017-02-14
UC6SjJYxfFL1_vsHPdw,2678088,1128,223,2017-02-15
UC6SjJYxfFL1_vsHPdw,2678326,1128,223,2017-02-16
UC6SjJYxfFL1_vsHPdw,2678590,1128,223,2017-02-17
UC6SjJYxfFL1_vsHPdw,2678830,1128,223,2017-02-18
UC6SjJYxfFL1_vsHPdw,2679127,1128,223,2017-02-19
UC6SjJYxfFL1_vsHPdw,2679385,1129,223,2017-02-20
UC6SjJYxfFL1_vsHPdw,2679612,1129,223,2017-02-21
UC6SjJYxfFL1_vsHPdw,2679860,1130,223,2017-02-22
UC6SjJYxfFL1_vsHPdw,2680129,1130,223,2017-02-23
UC6SjJYxfFL1_vsHPdw,2680391,1130,223,2017-02-24
UC6SjJYxfFL1_vsHPdw,2680623,1130,223,2017-02-25
UC6SjJYxfFL1_vsHPdw,2680911,1130,223,2017-02-26
UC6SjJYxfFL1_vsHPdw,2680911,1130,223,2017-02-27
UC6SjJYxfFL1_vsHPdw,2681508,1130,223,2017-02-28
UC6SjJYxfFL1_vsHPdw,2681751,1130,223,2017-03-01
UC6SjJYxfFL1_vsHPdw,2681976,1131,223,2017-03-02
UC6SjJYxfFL1_vsHPdw,2682205,1132,223,2017-03-03
UC6SjJYxfFL1_vsHPdw,2682455,1132,223,2017-03-04
UC6SjJYxfFL1_vsHPdw,2682723,1134,223,2017-03-05
UC6SjJYxfFL1_vsHPdw,2682723,1134,223,2017-03-06
UC6SjJYxfFL1_vsHPdw,2683185,1134,223,2017-03-07
UC6SjJYxfFL1_vsHPdw,2683423,1134,223,2017-03-08
UC6SjJYxfFL1_vsHPdw,2683675,1135,223,2017-03-09
UC6SjJYxfFL1_vsHPdw,2683912,1135,223,2017-03-10
UC6SjJYxfFL1_vsHPdw,2684133,1135,223,2017-03-11
UC6SjJYxfFL1_vsHPdw,2684431,1136,223,2017-03-12
UC6SjJYxfFL1_vsHPdw,2684747,1136,223,2017-03-13
UC6SjJYxfFL1_vsHPdw,2685046,1136,223,2017-03-14
UC6SjJYxfFL1_vsHPdw,2685261,1137,223,2017-03-15
UC6SjJYxfFL1_vsHPdw,2685518,1139,223,2017-03-16
UC6SjJYxfFL1_vsHPdw,2685765,1141,223,2017-03-17
UC6SjJYxfFL1_vsHPdw,2686034,1143,223,2017-03-18
UC6SjJYxfFL1_vsHPdw,2686316,1144,223,2017-03-19
UC6SjJYxfFL1_vsHPdw,2686582,1145,223,2017-03-20
UC6SjJYxfFL1_vsHPdw,2686582,1145,223,2017-03-21
UC6SjJYxfFL1_vsHPdw,2687090,1146,223,2017-03-22
UC6SjJYxfFL1_vsHPdw,2687433,1146,223,2017-03-23
UC6SjJYxfFL1_vsHPdw,2687687,1147,223,2017-03-24
UC6SjJYxfFL1_vsHPdw,2687995,1147,223,2017-03-25
UC6SjJYxfFL1_vsHPdw,2688275,1149,223,2017-03-26
UC6SjJYxfFL1_vsHPdw,2688554,1149,223,2017-03-27
UC6SjJYxfFL1_vsHPdw,2688862,1150,223,2017-03-28
UC6SjJYxfFL1_vsHPdw,2689209,1150,223,2017-03-29
UC6SjJYxfFL1_vsHPdw,2689522,1150,223,2017-03-30
UC6SjJYxfFL1_vsHPdw,2689921,1151,223,2017-03-31
UC6zwaRF75y2bghpaEA,54170,5631,70,2016-10-01
UC6zwaRF75y2bghpaEA,54305,5634,70,2016-10-02
UC6zwaRF75y2bghpaEA,54519,5633,70,2016-10-03
UC6zwaRF75y2bghpaEA,54685,5633,70,2016-10-04
UC6zwaRF75y2bghpaEA,54793,5634,70,2016-10-05
UC6zwaRF75y2bghpaEA,54862,5636,70,2016-10-06
UC6zwaRF75y2bghpaEA,54933,5634,70,2016-10-07
UC6zwaRF75y2bghpaEA,54990,5636,70,2016-10-08
UC6zwaRF75y2bghpaEA,55111,5638,70,2016-10-09
UC6zwaRF75y2bghpaEA,55343,5639,70,2016-10-10
UC6zwaRF75y2bghpaEA,55575,5637,70,2016-10-11
UC6zwaRF75y2bghpaEA,55690,5637,70,2016-10-12
UC6zwaRF75y2bghpaEA,55690,5639,70,2016-10-13
UC6zwaRF75y2bghpaEA,55895,5641,70,2016-10-14
UC6zwaRF75y2bghpaEA,55988,5641,70,2016-10-15
UC6zwaRF75y2bghpaEA,56107,5648,70,2016-10-16
UC6zwaRF75y2bghpaEA,56252,5643,70,2016-10-17
UC6zwaRF75y2bghpaEA,56455,5644,70,2016-10-18
UC6zwaRF75y2bghpaEA,56555,5637,70,2016-10-19
UC6zwaRF75y2bghpaEA,56667,5640,70,2016-10-20
UC6zwaRF75y2bghpaEA,56667,5639,70,2016-10-21
UC6zwaRF75y2bghpaEA,56978,5641,70,2016-10-22
UC6zwaRF75y2bghpaEA,57125,5640,70,2016-10-23
UC6zwaRF75y2bghpaEA,57125,5644,70,2016-10-24
UC6zwaRF75y2bghpaEA,57416,5642,70,2016-10-25
UC6zwaRF75y2bghpaEA,57592,5647,70,2016-10-26
UC6zwaRF75y2bghpaEA,57738,5653,70,2016-10-27
UC6zwaRF75y2bghpaEA,57902,5658,70,2016-10-28
UC6zwaRF75y2bghpaEA,58052,5663,70,2016-10-29
UC6zwaRF75y2bghpaEA,58181,5667,70,2016-10-30
UC6zwaRF75y2bghpaEA,58304,5668,70,2016-10-31
UC6zwaRF75y2bghpaEA,58476,5672,70,2016-11-01
UC6zwaRF75y2bghpaEA,58598,5674,70,2016-11-02
UC6zwaRF75y2bghpaEA,58756,5674,70,2016-11-03
UC6zwaRF75y2bghpaEA,58912,5677,70,2016-11-04
UC6zwaRF75y2bghpaEA,58912,5674,70,2016-11-05
UC6zwaRF75y2bghpaEA,59084,5671,70,2016-11-06
UC6zwaRF75y2bghpaEA,59270,5673,70,2016-11-07
UC6zwaRF75y2bghpaEA,59396,5673,70,2016-11-08
UC6zwaRF75y2bghpaEA,59485,5676,70,2016-11-09
UC6zwaRF75y2bghpaEA,59572,5676,70,2016-11-10
UC6zwaRF75y2bghpaEA,59670,5679,70,2016-11-11
UC6zwaRF75y2bghpaEA,59763,5682,70,2016-11-12
UC6zwaRF75y2bghpaEA,59897,5688,70,2016-11-13
UC6zwaRF75y2bghpaEA,60045,5693,70,2016-11-14
UC6zwaRF75y2bghpaEA,60181,5696,70,2016-11-15
UC6zwaRF75y2bghpaEA,60181,5698,70,2016-11-16
UC6zwaRF75y2bghpaEA,60283,5698,70,2016-11-17
UC6zwaRF75y2bghpaEA,60378,5701,70,2016-11-18
UC6zwaRF75y2bghpaEA,60457,5702,70,2016-11-19
UC6zwaRF75y2bghpaEA,60544,5705,70,2016-11-20
UC6zwaRF75y2bghpaEA,60673,5704,70,2016-11-21
UC6zwaRF75y2bghpaEA,60763,5690,72,2016-11-22
UC6zwaRF75y2bghpaEA,60859,5687,72,2016-11-23
UC6zwaRF75y2bghpaEA,60859,5689,72,2016-11-24
UC6zwaRF75y2bghpaEA,61198,5688,74,2016-11-25
UC6zwaRF75y2bghpaEA,61249,5688,74,2016-11-26
UC6zwaRF75y2bghpaEA,61439,5687,74,2016-11-27
UC6zwaRF75y2bghpaEA,61557,5685,74,2016-11-28
UC6zwaRF75y2bghpaEA,61743,5683,76,2016-11-29
UC6zwaRF75y2bghpaEA,61717,5679,76,2016-11-30
UC6zwaRF75y2bghpaEA,61717,5679,76,2016-12-01
UC6zwaRF75y2bghpaEA,61717,5673,78,2016-12-02
UC6zwaRF75y2bghpaEA,61717,5674,78,2016-12-03
UC6zwaRF75y2bghpaEA,61717,5662,78,2016-12-04
UC6zwaRF75y2bghpaEA,62111,5663,78,2016-12-05
UC6zwaRF75y2bghpaEA,62296,5660,78,2016-12-06
UC6zwaRF75y2bghpaEA,62296,5664,78,2016-12-07
UC6zwaRF75y2bghpaEA,62416,5662,78,2016-12-08
UC6zwaRF75y2bghpaEA,62482,5663,78,2016-12-09
UC6zwaRF75y2bghpaEA,62530,5663,78,2016-12-10
UC6zwaRF75y2bghpaEA,62575,5660,78,2016-12-11
UC6zwaRF75y2bghpaEA,62663,5660,78,2016-12-12
UC6zwaRF75y2bghpaEA,62728,5666,78,2016-12-13
UC6zwaRF75y2bghpaEA,62772,5667,78,2016-12-14
UC6zwaRF75y2bghpaEA,62818,5667,78,2016-12-15
UC6zwaRF75y2bghpaEA,62847,5667,78,2016-12-16
UC6zwaRF75y2bghpaEA,62847,5668,78,2016-12-17
UC6zwaRF75y2bghpaEA,62934,5667,78,2016-12-18
UC6zwaRF75y2bghpaEA,62998,5667,78,2016-12-19
UC6zwaRF75y2bghpaEA,63070,5667,78,2016-12-20
UC6zwaRF75y2bghpaEA,63113,5665,78,2016-12-21
UC6zwaRF75y2bghpaEA,63177,5668,78,2016-12-22
UC6zwaRF75y2bghpaEA,63242,5668,78,2016-12-23
UC6zwaRF75y2bghpaEA,63312,5671,78,2016-12-24
UC6zwaRF75y2bghpaEA,63391,5671,78,2016-12-25
UC6zwaRF75y2bghpaEA,63464,5667,78,2016-12-26
UC6zwaRF75y2bghpaEA,63525,5666,78,2016-12-27
UC6zwaRF75y2bghpaEA,63584,5668,78,2016-12-28
UC6zwaRF75y2bghpaEA,63661,5673,78,2016-12-29
UC6zwaRF75y2bghpaEA,63721,5673,78,2016-12-30
UC6zwaRF75y2bghpaEA,63836,5675,78,2016-12-31
UC6zwaRF75y2bghpaEA,63911,5678,78,2017-01-01
UC6zwaRF75y2bghpaEA,63984,5681,78,2017-01-02
UC6zwaRF75y2bghpaEA,64051,5680,78,2017-01-03
UC6zwaRF75y2bghpaEA,64136,5683,78,2017-01-04
UC6zwaRF75y2bghpaEA,64208,5684,78,2017-01-05
UC6zwaRF75y2bghpaEA,64281,5685,78,2017-01-06
UC6zwaRF75y2bghpaEA,64357,5688,78,2017-01-07
UC6zwaRF75y2bghpaEA,64483,5690,78,2017-01-08
UC6zwaRF75y2bghpaEA,64607,5689,78,2017-01-09
UC6zwaRF75y2bghpaEA,64703,5691,78,2017-01-10
UC6zwaRF75y2bghpaEA,64759,5689,78,2017-01-11
UC6zwaRF75y2bghpaEA,64803,5689,78,2017-01-12
UC6zwaRF75y2bghpaEA,64867,5692,78,2017-01-13
UC6zwaRF75y2bghpaEA,65246,5696,78,2017-01-14
UC6zwaRF75y2bghpaEA,65246,5695,78,2017-01-15
UC6zwaRF75y2bghpaEA,66422,5697,78,2017-01-16
UC6zwaRF75y2bghpaEA,66826,5698,78,2017-01-17
UC6zwaRF75y2bghpaEA,66999,5697,80,2017-01-18
UC6zwaRF75y2bghpaEA,67116,5694,80,2017-01-19
UC6zwaRF75y2bghpaEA,67260,5694,80,2017-01-20
UC6zwaRF75y2bghpaEA,67309,5688,80,2017-01-21
UC6zwaRF75y2bghpaEA,67363,5688,80,2017-01-22
UC6zwaRF75y2bghpaEA,67465,5689,80,2017-01-23
UC6zwaRF75y2bghpaEA,65814,5686,80,2017-01-24
UC6zwaRF75y2bghpaEA,65814,5689,80,2017-01-25
UC6zwaRF75y2bghpaEA,65955,5692,80,2017-01-26
UC6zwaRF75y2bghpaEA,66047,5694,80,2017-01-27
UC6zwaRF75y2bghpaEA,66047,5696,80,2017-01-28
UC6zwaRF75y2bghpaEA,66235,5702,80,2017-01-29
UC6zwaRF75y2bghpaEA,66388,5696,80,2017-01-30
UC6zwaRF75y2bghpaEA,66388,5694,80,2017-01-31
UC6zwaRF75y2bghpaEA,66584,5697,80,2017-02-01
UC6zwaRF75y2bghpaEA,66584,5700,80,2017-02-02
UC6zwaRF75y2bghpaEA,66668,5703,80,2017-02-03
UC6zwaRF75y2bghpaEA,66827,5705,80,2017-02-04
UC6zwaRF75y2bghpaEA,66924,5709,80,2017-02-05
UC6zwaRF75y2bghpaEA,67152,5710,80,2017-02-06
UC6zwaRF75y2bghpaEA,67330,5713,80,2017-02-07
UC6zwaRF75y2bghpaEA,67439,5715,80,2017-02-08
UC6zwaRF75y2bghpaEA,67439,5715,80,2017-02-09
UC6zwaRF75y2bghpaEA,67756,5715,80,2017-02-10
UC6zwaRF75y2bghpaEA,67853,5716,80,2017-02-11
UC6zwaRF75y2bghpaEA,68025,5714,80,2017-02-12
UC6zwaRF75y2bghpaEA,68025,5715,80,2017-02-13
UC6zwaRF75y2bghpaEA,68340,5717,80,2017-02-14
UC6zwaRF75y2bghpaEA,68462,5721,80,2017-02-15
UC6zwaRF75y2bghpaEA,68581,5722,80,2017-02-16
UC6zwaRF75y2bghpaEA,68710,5728,80,2017-02-17
UC6zwaRF75y2bghpaEA,68842,5730,80,2017-02-18
UC6zwaRF75y2bghpaEA,68963,5731,80,2017-02-19
UC6zwaRF75y2bghpaEA,69135,5731,80,2017-02-20
UC6zwaRF75y2bghpaEA,69302,5733,80,2017-02-21
UC6zwaRF75y2bghpaEA,69449,5736,80,2017-02-22
UC6zwaRF75y2bghpaEA,69584,5736,80,2017-02-23
UC6zwaRF75y2bghpaEA,69696,5735,80,2017-02-24
UC6zwaRF75y2bghpaEA,69818,5732,80,2017-02-25
UC6zwaRF75y2bghpaEA,69946,5734,80,2017-02-26
UC6zwaRF75y2bghpaEA,69946,5733,80,2017-02-27
UC6YPrSElj_8A39DIvg,1483066,2364,19,2017-01-25
UC6YPrSElj_8A39DIvg,1486331,2366,19,2017-01-26
UC6YPrSElj_8A39DIvg,1488027,2369,19,2017-01-27
UC6YPrSElj_8A39DIvg,1488027,2374,19,2017-01-28
UC6YPrSElj_8A39DIvg,1491574,2378,19,2017-01-29
UC6YPrSElj_8A39DIvg,1493464,2382,19,2017-01-30
UC6YPrSElj_8A39DIvg,1493464,2384,19,2017-01-31
UC6YPrSElj_8A39DIvg,1497131,2390,19,2017-02-01
UC6YPrSElj_8A39DIvg,1497131,2393,19,2017-02-02
UC6YPrSElj_8A39DIvg,1498918,2397,19,2017-02-03
UC6YPrSElj_8A39DIvg,1502535,2402,19,2017-02-04
UC6YPrSElj_8A39DIvg,1504471,2406,19,2017-02-05
UC6YPrSElj_8A39DIvg,1506552,2407,19,2017-02-06
UC6YPrSElj_8A39DIvg,1508550,2413,19,2017-02-07
UC6YPrSElj_8A39DIvg,1510461,2416,19,2017-02-08
UC6YPrSElj_8A39DIvg,1510461,2419,19,2017-02-09
UC6YPrSElj_8A39DIvg,1514265,2424,19,2017-02-10
UC6YPrSElj_8A39DIvg,1516341,2432,19,2017-02-11
UC6YPrSElj_8A39DIvg,1518240,2436,19,2017-02-12
UC6YPrSElj_8A39DIvg,1518240,2441,19,2017-02-13
UC6YPrSElj_8A39DIvg,1522158,2442,19,2017-02-14
UC6YPrSElj_8A39DIvg,1523877,2442,19,2017-02-15
UC6YPrSElj_8A39DIvg,1525715,2452,19,2017-02-16
UC6YPrSElj_8A39DIvg,1527651,2456,19,2017-02-17
UC6YPrSElj_8A39DIvg,1529538,2462,19,2017-02-18
UC6YPrSElj_8A39DIvg,1531510,2467,19,2017-02-19
UC6YPrSElj_8A39DIvg,1533482,2471,19,2017-02-20
UC6YPrSElj_8A39DIvg,1535374,2473,19,2017-02-21
UC6YPrSElj_8A39DIvg,1537186,2479,19,2017-02-22
UC6YPrSElj_8A39DIvg,1539183,2480,19,2017-02-23
UC6YPrSElj_8A39DIvg,1541161,2482,19,2017-02-24
UC6YPrSElj_8A39DIvg,1543090,2485,19,2017-02-25
UC6YPrSElj_8A39DIvg,1545150,2488,19,2017-02-26
UC6YPrSElj_8A39DIvg,1545150,2494,19,2017-02-27
UC6YPrSElj_8A39DIvg,1549005,2496,19,2017-02-28
UC6YPrSElj_8A39DIvg,1550829,2500,19,2017-03-01
UC6YPrSElj_8A39DIvg,1552791,2506,19,2017-03-02
UC6YPrSElj_8A39DIvg,1554980,2511,19,2017-03-03
UC6YPrSElj_8A39DIvg,1556994,2511,19,2017-03-04
UC6YPrSElj_8A39DIvg,1559066,2518,19,2017-03-05
UC6YPrSElj_8A39DIvg,1559066,2524,19,2017-03-06
UC6YPrSElj_8A39DIvg,1562965,2528,19,2017-03-07
UC6YPrSElj_8A39DIvg,1564784,2530,17,2017-03-08
UC6YPrSElj_8A39DIvg,1566502,2530,17,2017-03-09
UC6YPrSElj_8A39DIvg,1412147,2532,17,2017-03-10
UC6YPrSElj_8A39DIvg,1413582,2537,17,2017-03-11
UC6YPrSElj_8A39DIvg,1415080,2542,17,2017-03-12
UC6YPrSElj_8A39DIvg,1416587,2545,17,2017-03-13
UC6YPrSElj_8A39DIvg,1418015,2549,17,2017-03-14
UC6YPrSElj_8A39DIvg,1419433,2550,17,2017-03-15
UC6YPrSElj_8A39DIvg,1420951,2552,17,2017-03-16
UC6YPrSElj_8A39DIvg,1422380,2556,17,2017-03-17
UC6YPrSElj_8A39DIvg,1423965,2556,17,2017-03-18
UC6YPrSElj_8A39DIvg,1425515,2560,17,2017-03-19
UC6YPrSElj_8A39DIvg,1427117,2564,17,2017-03-20
UC6YPrSElj_8A39DIvg,1427117,2570,17,2017-03-21
UC6YPrSElj_8A39DIvg,1430036,2572,17,2017-03-22
UC6YPrSElj_8A39DIvg,1431392,2576,17,2017-03-23
UC6YPrSElj_8A39DIvg,1432683,2579,17,2017-03-24
UC6YPrSElj_8A39DIvg,1434063,2585,17,2017-03-25
UC6YPrSElj_8A39DIvg,1435427,2589,17,2017-03-26
UC6YPrSElj_8A39DIvg,1436932,2592,17,2017-03-27
UC6YPrSElj_8A39DIvg,1438333,2592,17,2017-03-28
UC6YPrSElj_8A39DIvg,1439760,2593,17,2017-03-29
UC6YPrSElj_8A39DIvg,1441077,2593,17,2017-03-30
UC6YPrSElj_8A39DIvg,1442509,2598,17,2017-03-31
UC685tbaDLsOlfBVzfA,229690,1681,35,2016-10-01
UC685tbaDLsOlfBVzfA,230000,1683,35,2016-10-02
UC685tbaDLsOlfBVzfA,230282,1686,36,2016-10-03
UC685tbaDLsOlfBVzfA,230562,1689,36,2016-10-04
UC685tbaDLsOlfBVzfA,232489,1688,37,2016-10-05
UC685tbaDLsOlfBVzfA,241296,1693,37,2016-10-06
UC685tbaDLsOlfBVzfA,254507,1694,41,2016-10-07
UC685tbaDLsOlfBVzfA,261332,1694,41,2016-10-08
UC685tbaDLsOlfBVzfA,288256,1698,43,2016-10-09
UC685tbaDLsOlfBVzfA,292566,1700,43,2016-10-10
UC685tbaDLsOlfBVzfA,299829,1700,44,2016-10-11
UC685tbaDLsOlfBVzfA,321773,1701,45,2016-10-12
UC685tbaDLsOlfBVzfA,321773,1705,49,2016-10-13
UC685tbaDLsOlfBVzfA,368736,1707,50,2016-10-14
UC685tbaDLsOlfBVzfA,369112,1710,50,2016-10-15
UC685tbaDLsOlfBVzfA,386614,1711,50,2016-10-16
UC685tbaDLsOlfBVzfA,436437,1717,51,2016-10-17
UC685tbaDLsOlfBVzfA,436804,1720,50,2016-10-18
UC685tbaDLsOlfBVzfA,455825,1723,51,2016-10-19
UC685tbaDLsOlfBVzfA,482173,1721,52,2016-10-20
UC685tbaDLsOlfBVzfA,482173,1724,52,2016-10-21
UC685tbaDLsOlfBVzfA,519495,1726,52,2016-10-22
UC685tbaDLsOlfBVzfA,519875,1730,52,2016-10-23
UC685tbaDLsOlfBVzfA,519875,1730,55,2016-10-24
UC685tbaDLsOlfBVzfA,520758,1734,55,2016-10-25
UC685tbaDLsOlfBVzfA,534409,1735,55,2016-10-26
UC685tbaDLsOlfBVzfA,557477,1736,55,2016-10-27
UC685tbaDLsOlfBVzfA,557827,1741,55,2016-10-28
UC685tbaDLsOlfBVzfA,558161,1742,55,2016-10-29
UC685tbaDLsOlfBVzfA,558502,1745,55,2016-10-30
UC685tbaDLsOlfBVzfA,558892,1747,59,2016-10-31
UC685tbaDLsOlfBVzfA,559314,1749,60,2016-11-01
UC685tbaDLsOlfBVzfA,559754,1751,60,2016-11-02
UC685tbaDLsOlfBVzfA,672855,1756,60,2016-11-03
UC685tbaDLsOlfBVzfA,715730,1761,60,2016-11-04
UC685tbaDLsOlfBVzfA,715730,1764,60,2016-11-05
UC685tbaDLsOlfBVzfA,719969,1767,60,2016-11-06
UC685tbaDLsOlfBVzfA,718603,1769,60,2016-11-07
UC685tbaDLsOlfBVzfA,719088,1774,60,2016-11-08
UC685tbaDLsOlfBVzfA,719477,1776,60,2016-11-09
UC685tbaDLsOlfBVzfA,719823,1783,60,2016-11-10
UC685tbaDLsOlfBVzfA,720210,1784,60,2016-11-11
UC685tbaDLsOlfBVzfA,720160,1786,60,2016-11-12
UC685tbaDLsOlfBVzfA,720563,1789,60,2016-11-13
UC685tbaDLsOlfBVzfA,720961,1791,60,2016-11-14
UC685tbaDLsOlfBVzfA,721406,1794,60,2016-11-15
UC685tbaDLsOlfBVzfA,721406,1793,60,2016-11-16
UC685tbaDLsOlfBVzfA,722108,1797,60,2016-11-17
UC685tbaDLsOlfBVzfA,722484,1801,60,2016-11-18
UC685tbaDLsOlfBVzfA,722862,1804,60,2016-11-19
UC685tbaDLsOlfBVzfA,723235,1807,60,2016-11-20
UC685tbaDLsOlfBVzfA,723598,1817,60,2016-11-21
UC685tbaDLsOlfBVzfA,723955,1815,60,2016-11-22
UC685tbaDLsOlfBVzfA,724296,1818,60,2016-11-23
UC685tbaDLsOlfBVzfA,724296,1820,60,2016-11-24
UC685tbaDLsOlfBVzfA,724938,1825,60,2016-11-25
UC685tbaDLsOlfBVzfA,725192,1825,60,2016-11-26
UC685tbaDLsOlfBVzfA,725435,1830,60,2016-11-27
UC685tbaDLsOlfBVzfA,725713,1834,60,2016-11-28
UC685tbaDLsOlfBVzfA,726367,1834,60,2016-11-29
UC685tbaDLsOlfBVzfA,726443,1841,60,2016-11-30
UC685tbaDLsOlfBVzfA,726443,1843,60,2016-12-01
UC685tbaDLsOlfBVzfA,726443,1843,60,2016-12-02
UC685tbaDLsOlfBVzfA,726443,1844,60,2016-12-03
UC685tbaDLsOlfBVzfA,726443,1846,60,2016-12-04
UC685tbaDLsOlfBVzfA,727636,1850,60,2016-12-05
UC685tbaDLsOlfBVzfA,728253,1852,60,2016-12-06
UC685tbaDLsOlfBVzfA,728253,1854,60,2016-12-07
UC685tbaDLsOlfBVzfA,728860,1855,60,2016-12-08
UC685tbaDLsOlfBVzfA,729166,1858,60,2016-12-09
UC685tbaDLsOlfBVzfA,729476,1857,60,2016-12-10
UC685tbaDLsOlfBVzfA,729783,1858,60,2016-12-11
UC685tbaDLsOlfBVzfA,730104,1858,60,2016-12-12
UC685tbaDLsOlfBVzfA,730389,1859,60,2016-12-13
UC685tbaDLsOlfBVzfA,730679,1859,60,2016-12-14
UC685tbaDLsOlfBVzfA,730938,1860,60,2016-12-15
UC685tbaDLsOlfBVzfA,731195,1860,60,2016-12-16
UC685tbaDLsOlfBVzfA,731195,1862,60,2016-12-17
UC685tbaDLsOlfBVzfA,731794,1866,60,2016-12-18
UC685tbaDLsOlfBVzfA,732137,1867,60,2016-12-19
UC685tbaDLsOlfBVzfA,732552,1868,60,2016-12-20
UC685tbaDLsOlfBVzfA,732891,1872,60,2016-12-21
UC685tbaDLsOlfBVzfA,733223,1874,60,2016-12-22
UC685tbaDLsOlfBVzfA,733531,1874,60,2016-12-23
UC685tbaDLsOlfBVzfA,733798,1874,60,2016-12-24
UC685tbaDLsOlfBVzfA,734048,1871,60,2016-12-25
UC685tbaDLsOlfBVzfA,734294,1872,60,2016-12-26
UC685tbaDLsOlfBVzfA,734585,1872,60,2016-12-27
UC685tbaDLsOlfBVzfA,734884,1872,60,2016-12-28
UC685tbaDLsOlfBVzfA,735146,1873,60,2016-12-29
UC685tbaDLsOlfBVzfA,735436,1877,60,2016-12-30
UC685tbaDLsOlfBVzfA,735742,1878,60,2016-12-31
UC685tbaDLsOlfBVzfA,736032,1880,60,2017-01-01
UC685tbaDLsOlfBVzfA,736249,1882,60,2017-01-02
UC685tbaDLsOlfBVzfA,736565,1883,60,2017-01-03
