adview,views,likes,dislikes,comment,category,days,duration
1,24372,39,1,6,5,2720,640
2,120153,215,58,15,4,1205,9150
2,475663,2848,237,122,4,993,207
65202,95855,141,3,1,4,1286,271
7,4811019,10222,4024,0,6,1218,150
1,652218,583,58,16,4,939,213
1,15310,50,13,9,6,2143,212
139,2742816,3264,469,86,4,1713,181
1,5117,1,0,0,4,1800,640
1,115403,747,34,120,4,816,2551
1,187211,261,26,34,4,1530,457
6,460355,3140,349,1248,6,1135,261
1,903807,2821,64,81,4,1887,273
3,218003,659,133,90,4,1351,2642
1,29945,91,8,11,7,1967,457
1778,159249,811,24,73,7,952,203
3,195692,3472,57,351,4,870,340
4,32055,41,3,16,1,2168,118
1,1973,3,2,0,4,1961,731
5,423256,415,71,10,4,2615,717
1,869,8,2,1,4,1254,553
1,259904,596,120,134,4,2208,549
5,232640,1248,100,0,4,1521,37
27826,207944,1305,55,159,7,851,3693
15,210112,317,134,150,1,2037,871
1,193812,109,60,4,5,1419,9621
1,780198,1043,155,50,7,1089,320
1,198150,627,67,262,3,1198,3539
1,667242,2809,192,898,4,828,2258
57,288506,221,109,14,5,2640,1390
1,75346,167,24,11,4,811,40
2,28386,296,7,13,5,855,84
1,23509,32,2,2,7,1118,121
1,77522,39,6,22,4,3687,643
4,543,6,0,2,7,968,304
53500,800601,11276,168,1210,2,875,210
1,333,0,0,0,4,1369,64
1,108579,253,7,29,5,1186,467
1,2148831,10180,244,456,4,1534,306
1,168,0,0,0,4,840,252
15,34817,718,31,162,1,984,309
6,861810,4118,524,1150,6,898,387
260,2966794,848,575,25,4,1965,156
1,289463,3745,113,502,7,1028,287
23,243471,1173,13,305,7,2967,299
1,101930,441,27,38,7,1467,211
1,3837181,2653,1183,189,7,965,2063
3,110431,358,9,20,5,931,265
1,33443,90,1,11,4,3036,231
35,275596,678,57,77,4,1725,608
9,10126,19,3,1,5,1839,11
1,78888,427,29,9,5,2474,23
1,97690,161,18,151,5,1100,826
1,368195,2607,251,163,5,825,384
2,536182,1178,121,245,4,850,2287
1,207172,286,68,26,5,2387,9056
1,9668,190,12,97,2,939,300
1,12680,16,6,2,5,869,581
8,230193,698,59,55,4,772,188
1,499841,3982,319,1133,6,933,508
3,178950,1071,716,791,5,866,235
7,295373,771,46,66,4,737,139
1,5306,271,0,273,6,1149,474
1,52073,33,8,6,4,2266,133
9,4407113,4540,1298,297,4,1079,433
1,147114,445,18,10,3,1345,148
2,487709,947,94,29,5,1709,630
4792,7927,15,3,0,4,1118,207
1,1073721,989,468,678,8,942,139
1,1170410,9736,509,469,4,645,397
2,22434,30,0,1,4,1831,448
262,52402,113,9,4,4,1495,1366
1,11896,82,4,16,4,2707,61
2,288724,537,32,27,7,889,275
1,24494,354,1,27,7,1441,389
3,866377,4103,343,248,4,1253,3158
4370,5154,7,3,0,4,1205,66
5,68933,45,3,3,4,2366,101
2,1075294,4248,1055,422,5,679,7705
1,446651,1539,196,88,3,1345,69
1,865945,16738,87,795,7,974,185
4,4598988,31624,2423,1213,4,1415,383
7,404839,377,85,62,4,886,617
6,477763,3150,126,348,7,1025,2357
1,301495,747,39,53,2,1037,863
1,266463,653,32,30,4,1670,93
2,283724,1250,268,1383,2,894,681
1,278542,266,75,26,4,1189,7096
1,4254,54,1,9,4,669,31
1,676284,756,130,55,4,869,7452
13,2073356,6624,342,281,5,953,161
6330,22790,369,4,56,7,857,214
2,359164,491,170,66,4,1152,8918
9,168628,419,16,28,4,2370,494
10,79951,155,20,22,7,2361,176
1,12950,269,1,80,7,2276,239
1,9876,37,96,28,4,1775,1235
1,289774,466,57,51,5,891,402
10,124886,74,17,39,4,2025,98
42,584304,2792,97,207,4,1570,508
1,40997,40,8,7,4,2163,34
14,547290,781,139,0,4,866,189
10,53924,321,14,74,4,1678,937
1,854198,744,56,102,7,2816,273
1,124098,2063,20,161,7,838,263
8,514337,589,66,51,4,3130,824
4,893403,1024,283,250,4,861,5019
1,102352,33,46,0,4,849,113
6,582101,5761,180,908,4,858,428
1,741253,998,75,37,4,1159,332
1,576553,12520,292,3762,4,624,150
1,519730,2453,106,432,8,1206,3388
2025,2981,12,3,0,7,684,145
171,5441979,3584,2504,0,4,858,837
3,2542247,3577,1104,643,7,1297,193
22,1316614,695,336,42,2,2013,251
1,170497,179,73,53,4,645,695
1,318974,11483,609,2982,6,955,315
19,120783,511,12,76,3,2784,303
10,1486446,2684,498,196,8,812,284
2,176753,132,21,9,4,929,90
38,9453226,63644,6110,4647,4,824,135
1,87539,417,25,10,6,1998,691
8,14036,21,6,0,5,1248,6246
1,124854,1398,188,158,4,964,827
1,10995,17,2,19,3,3538,401
1,315766,749,92,32,4,1533,102
4,1250724,2492,541,873,8,891,139
6,435598,264,125,41,4,824,612
11,915701,14794,238,1152,7,841,291
1000,2991,58,0,10,6,761,171
1,23456,248,6,87,4,818,2008
2,6997,24,1,3,5,1077,26
2,58904,434,14,113,5,1126,373
1,138483,239,26,0,4,1111,165
3,432428,8342,174,2588,4,798,403
3,243896,827,46,43,4,1016,158
1,67275,130,15,10,7,834,185
30,4862,8,10,3,2,1940,171
940,1259,12,0,0,7,828,205
1,259441,1444,42,368,6,1336,294
1,29714,96,5,4,7,2932,601
5,2858,7,7,3,4,1223,39
1,60746,74,6,5,1,1358,331
1,4843,65,6,3,5,851,171
3,851685,763,152,69,4,2541,273
24221,134892,483,16,82,4,1049,2421
9,1478502,17516,399,1335,2,1226,379
1,327059,449,46,49,4,1783,225
1,203339,1054,46,363,4,831,2100
1,715853,1253,70,203,1,1085,154
1,1417646,1540,246,183,4,1190,223
1,24240,305,67,127,4,1902,983
2,40631,63,2,16,5,2722,640
5,1927,1,0,2,7,2176,181
15858,16591,17,6,0,4,913,244
10,1434912,9406,442,581,4,1906,260
1,934359,2182,371,332,4,1285,476
1,83861,424,76,365,8,2045,397
6,969381,3315,481,379,4,858,737
2,161444,381,16,22,4,3400,370
2,1064855,1715,645,56,4,1971,1175
4,517440,1802,424,263,4,1354,2710
2,288667,399,143,48,4,836,2388
16,3567676,377,320,0,4,2375,93
1,144106,2559,42,571,2,956,567
16,316168,107,124,7,4,813,93
4,270492,203,102,43,4,1772,2574
129,5218400,14866,1234,1691,5,1213,5783
2,177173,1361,136,270,4,1211,654
13,350310,1084,148,148,7,2032,1090
20,4636738,20645,1138,707,4,1609,144
109,932508,1151,103,117,7,2479,304
1,203838,476,84,27,4,855,118
9,3704313,989,704,35,4,1790,397
1,168408,223,32,14,4,2453,465
1,178092,201,73,13,4,1229,9530
1,286881,1259,144,643,6,1179,305
1,2991533,11789,1140,490,4,1565,104
1,276241,119,44,3,4,828,103
1,3532,17,0,2,7,750,235
3,223635,849,58,13,4,1983,870
1,35388,181,13,50,8,740,100
1,44957,570,10,65,4,1049,918
2,149,2,1,0,7,1065,211
1,47454,76,35,24,4,880,10229
3,561884,761,539,22,7,1129,839
4,250500,1243,46,205,4,1235,207
1,257978,3536,197,411,2,841,612
1,18261,19,7,2,4,1701,250
1,434082,907,53,68,4,1268,263
1,151374,712,23,19,4,1220,231
7,12217441,68365,5182,3137,7,1839,283
18,25103,15,2,1,7,2482,34
19,473185,1023,85,47,4,1796,1318
2,535702,3903,50,154,7,1336,623
1,73623,1042,20,94,6,838,252
1,8601,49,8,12,8,1798,2045
2,59263,113,21,53,7,3368,561
4,185696,54,20,15,4,2318,71
1,210,1,0,0,4,1009,36
8,66238,86,9,15,5,2732,603
1,108545,196,49,22,4,602,607
2,2345714,3124,1405,295,4,1756,101
13,4198934,1155,1031,14,5,2000,101
1,65636,610,21,14,3,1193,1494
2,1063,4,0,1,5,2767,889
4,1285525,2773,165,159,7,2027,3949
9,40884,79,7,4,2,1795,302
2,560265,1519,166,84,4,1006,85
6,1088898,988,217,91,4,939,295
1,131025,122,20,7,4,1628,359
4,503875,3622,543,3219,2,829,700
1,7620,8,2,3,1,1894,112
1,174866,791,34,131,4,807,152
69794,149528,1197,24,70,7,1264,271
10,663325,507,221,88,4,907,657
28,1203748,4794,167,339,7,2970,295
8,4358433,9315,816,236,4,1659,286
1,86676,109,11,5,5,1129,120
1,131688,678,42,66,7,1346,399
1,69206,185,62,81,2,2419,258
3,281918,1451,221,900,4,1044,1065
1,54621,1850,7,184,5,978,343
26,529483,9567,138,1318,2,937,559
3,20554081,15322,4666,1303,5,1484,186
6,2330120,6160,515,560,4,1223,9317
2,172084,1339,48,755,5,838,1387
1,40213,109,128,41,4,980,468
1,47804,133,7,6,4,2138,808
3,875855,11623,170,1312,7,1502,236
11,315282,365,89,19,5,2019,705
14373,102349,1596,45,96,6,647,397
1,207979,8588,85,479,4,828,88
1,520,1,0,0,4,1692,225
2,85970,370,11,18,4,1576,684
2,258213,2457,46,322,5,1211,1145
3,1643,1,1,0,7,2347,554
1,325888,1720,87,126,7,1230,4346
1,3723972,13693,787,548,7,1985,278
1,1257018,3590,77,299,7,1653,477
11907,71911,172,12,17,4,758,286
6,1150431,2893,435,287,7,1000,2725
33,4569103,15761,1875,968,3,877,222
23,3456759,20340,708,1152,7,1554,177
1,53053,238,21,38,4,1747,1903
15,104,3,0,0,4,784,93
1,458,2,3,1,7,1453,203
2,247056,431,36,61,4,2808,8966
102236,111662,17,3,4,5,827,21
4,187110,2149,80,588,2,1650,327
1,222093,308,85,146,8,860,405
7,377576,642,127,118,7,951,1180
1,84426,342,33,106,4,1084,63
1,6049,7,2,0,4,2630,68
1,4378,21,0,18,4,1899,127
1,830139,1412,474,157,4,644,4746
1,2352,7,3,0,2,1685,56
1,34102,36,4,3,4,2307,2567
4,278137,627,51,17,4,1269,99
2,147221,158,31,9,4,1550,977
18,334741,423,48,27,7,2440,247
2,59281,74,24,24,6,1610,994
1,71774,255,12,80,4,3890,413
2,140990,545,57,188,5,868,267
4,19979,47,1,4,4,2364,482
3,136802,53,20,3,5,2342,7323
17,1713693,12669,896,10465,4,867,328
1,782,11,1,1,7,2163,257
2,175676,1235,58,743,5,1015,307
1,6719,5,1,1,7,2139,314
2,161106,577,13,39,7,2555,552
7,61919,576,23,143,7,2249,249
1,546479,8786,139,691,4,883,609
1,284835,689,123,66,4,630,7629
5,249285,535,112,18,4,1981,1070
42,11511883,14193,966,939,7,854,303
14,51629,1667,9,71,4,838,433
33,818215,2295,101,272,7,3350,307
3,34149,192,11,126,3,2231,171
5,274156,1661,78,771,5,898,270
3,756221,1318,203,105,4,1660,2338
1,16037,187,7,6,7,886,153
6,1486987,6954,619,3958,4,899,708
2,801453,1368,49,98,4,1103,82
2,450,1,0,0,4,911,31
1,32835,135,4,47,7,1468,307
1,9938,100,1,22,4,2613,558
1,34146,249,13,16,6,1406,1318
1,150065,1088,40,186,4,1264,169
1,77306,680,15,175,1,1961,408
6,251900,1068,63,111,2,1958,214
1,87026,398,22,22,3,1131,2606
11,3086,12,0,1,4,738,106
55,171907,5122,71,116,2,1305,74
2,68912,61,2,5,4,1154,231
1,644469,1887,453,1197,2,917,527
3,651226,1293,150,134,4,1206,2300
12,1673200,7145,1995,1889,6,869,362
1,272,1,0,0,4,716,30
2,687048,1639,143,63,4,1166,188
1,4020,5,0,0,1,2171,76
47,3356209,2634,746,75,4,2719,345
1,785529,1139,95,18,4,829,626
33,8110125,6794,2084,382,5,2119,4063
1,128145,436,22,300,4,988,359
149,692765,1795,268,617,4,1155,994
1,121476,486,26,44,4,1384,2193
8,3487754,3519,1323,484,4,1113,8401
1,206140,902,27,152,2,1094,192
2,315009,452,52,14,4,2385,527
1,233054,411,62,84,7,1187,316
1,420235,5269,114,598,4,1034,542
2,19870,102,3,13,7,2967,216
1,192461,197,8,36,7,2679,262
17,9972,131,0,4,4,1431,1118
14,197500,285,73,8,6,2292,184
21,235155,1851,174,654,2,1822,518
6,55983,194,9,43,4,1857,1741
5,817816,379,124,89,4,875,181
1,27135,45,4,26,4,4373,194
1,73332,548,26,47,4,830,104
2,82063,271,26,23,4,1519,816
4,1292443,3803,682,1025,5,1572,230
1,14586,56,4,3,6,2271,349
4,5077238,10199,3713,4793,4,797,604
8,153636,2009,48,261,2,808,466
1,1777792,679,304,38,4,1187,243
1,402740,788,108,37,7,1150,234
5,239918,343,34,36,4,1556,404
1,5139,7,0,7,4,1748,295
1,36480,56,5,5,5,1864,5973
1,225565,357,50,276,5,920,854
1,271807,2066,162,701,6,1267,101
80,1430177,3800,83,169,7,1765,351
7,56069,188,5,25,2,1792,1098
4,1267614,3201,212,604,7,2485,512
26,674561,2632,114,200,4,2546,287
1,148054,740,35,203,7,921,5233
13,2393633,21773,430,2400,2,843,346
5,9144,35,5,0,4,1312,446
2,19436,53,9,13,4,2051,227
5,293055,793,73,40,7,2341,601
1,243795,1132,465,947,2,1186,149
4,1551308,616,375,0,5,1156,3823
1,25841,267,89,63,4,1537,152
1,373452,243,86,0,4,928,5360
38,1129301,1410,169,26,4,2469,208
9,238,11,5,6,2,655,69
7,11912152,9213,3653,971,2,1081,222
1,186499,956,103,768,4,834,894
1,235782,1535,52,147,5,1317,751
1,81528,1485,17,48,6,1188,333
34,220934,648,34,12,4,1675,284
1,12698,161,5,16,2,1841,293
117,10760154,3882,2098,210,2,1984,285
10,313348,5007,128,10283,4,814,569
2,42993,77,4,25,5,2719,901
1,232680,945,46,194,2,1202,212
6,335701,2503,210,685,2,803,241
276,5900491,9903,1449,546,4,2315,3905
1,204388,5640,62,224,6,966,335
1,2223,11,0,1,5,1287,21
1,19141,16,11,0,5,806,1163
1,51186,757,22,199,2,1251,104
5,101526,216,19,5,4,2440,466
1975,11555,0,0,0,4,759,305
17,99069,814,69,258,6,1154,389
1,524555,1368,332,719,4,980,501
95,1869,4,4,0,4,856,21
11,1917122,5170,199,361,5,1620,321
1,83088,748,168,101,4,1215,449
1,2172,1,0,0,4,1697,99
2,5979,86,2,25,7,2352,244
1,149775,161,69,11,5,1955,9741
3,459935,873,139,100,8,2638,3297
1,1186,20,2,2,7,1127,207
1,2627014,5503,463,198,4,1110,322
1,2174,3,2,0,4,1755,138
1,83146,1201,12,115,4,1283,11
1,872406,6376,738,2349,6,947,493
2,1472961,2836,239,147,4,1087,63
1,2097128,3350,778,162,6,1208,158
7,657057,965,191,50,8,1586,1048
7,19707,59,22,3,4,1188,31
49,2488557,4948,376,276,4,2525,562
6,424481,498,43,21,4,3276,230
1,316160,761,42,104,4,1412,387
63,797881,132,98,21,4,2314,92
2,34489,141,18,2,7,2219,3113
1,122176,83,10,8,4,1379,81
1,1607541,1054,462,35,7,759,219
2,149386,86,47,5,4,832,383
3,502055,2447,244,547,7,767,268
50,48776,54,15,0,5,1656,873
4,2749,1,0,0,4,936,41
9,5022640,19273,1035,273,4,1980,60
1,1980145,7275,909,926,3,724,250
1,47915,443,26,67,6,1318,551
4,94919,316,14,41,4,2483,684
446,963984,5450,513,508,2,654,409
1,2646,7,0,0,7,2945,737
4,764201,4058,457,734,3,874,242
5,249067,1734,49,725,5,953,162
4,751540,875,62,72,4,2511,696
1,21528,112,8,2,6,1412,4210
1974,6704,54,0,5,7,729,322
3,171379,259,15,6,7,904,177
1,90539,114,24,10,4,1159,475
10,3144053,30328,702,522,5,1320,241
3,94180,83,18,21,7,1493,14708
1,1112,8,1,0,4,1731,322
3,4639206,11572,2593,541,3,1939,326
1,592927,1644,163,199,4,860,3965
10,23783,326,12,34,6,1272,282
4,43747,68,6,4,5,2737,663
19,2782226,20731,1359,777,4,967,624
2,203826,144,9,24,4,3583,541
13,100138,483,27,12,7,1713,220
2,5771,19,0,0,7,2875,597
6,1962106,6389,1483,259,6,1996,637
2,336413,6066,150,814,8,675,1249
2,320123,188,37,9,4,1218,122
3,19538,37,0,10,5,2724,640
3,5278135,29691,610,5572,2,1221,313
1,109669,100,28,15,5,853,139
3,672465,1921,424,210,8,870,767
1,262895,5,1,1,4,1018,31
13,200784,94,71,0,4,1008,3627
34,306372,801,47,24,4,1700,648
2,122328,139,20,4,5,1237,3748
3,271822,807,42,342,2,1380,1333
2,193962,208,32,31,1,2315,373
1,38852,54,12,2,6,2160,146
1,80921,553,27,25,6,1907,197
5,446185,1434,287,229,4,1351,2748
3,169377,297,35,84,8,924,96
1,31134,40,4,6,4,1997,69
2,11022988,53720,3718,1522,7,1493,356
1,13741,157,3,51,4,813,1739
60,727801,415,166,35,4,2352,1047
3,147,0,0,0,4,1379,31
1,50060,146,7,0,2,1136,426
1,313512,1411,71,97,3,1451,2199
1,341202,770,34,152,1,1409,984
3,186298,441,23,26,4,2744,410
1,166644,971,19,22,5,1398,415
6,4119,7,0,0,3,1517,134
1,43314,103,37,0,1,940,474
1,9736,3,2,0,7,1325,108
5,157285,807,57,190,6,1248,533
1,16822,54,0,4,2,826,317
2,11221,26,2,5,7,1966,1190
1,1299738,0,0,18,4,1194,126
1,49647,61,4,7,5,2718,640
6,480296,102,36,7,4,2586,41
6,2084551,4362,141,188,7,2207,267
2,46320,323,16,84,1,1933,1430
1,397879,3414,66,515,6,770,580
1,33987,43,8,7,5,1356,7736
2,141770,537,58,21,4,877,82
5,538879,509,121,22,4,1851,1420
6,133264,1688,26,125,7,854,53
1,1743759,1570,766,68,4,1166,7945
2,99731,153,24,46,4,919,1367
1,36607,1041,17,39,4,1180,177
28,378874,792,188,245,5,947,4982
1,18192,671,3,243,5,834,3397
3,4310,7,1,0,4,647,601
7,324251,251,79,43,4,859,738
11,1155027,1457,221,146,4,1587,5103
13,46360,227,11,58,4,1743,732
3,124447,401,19,16,6,2271,241
1,13159,5,1,1,4,2184,97
1,11149,7,2,2,7,837,276
1,1908927,1328,391,121,4,1209,133
21,562,16,1,4,6,855,491
1,813344,664,292,34,7,1014,2594
1,91382,371,33,62,4,1199,705
1,1116133,3359,196,203,4,2199,248
5,1471,13,1,1,4,858,61
4,391549,2773,127,147,7,1119,263
10,250753,1309,34,115,7,2893,240
2,14881577,20211,5325,2131,2,2134,467
3914,4491,9,4,1,4,646,30
1,37352,428,27,21,6,1178,388
7,105734,130,12,8,4,3022,453
1,269815,614,53,48,4,2020,143
3,64732,794,26,116,7,2361,309
1,287806,200,74,22,5,853,135
4,112128,203,39,16,7,2209,1539
8,630450,11406,254,3934,4,810,402
5,118898,507,13,9,6,912,59
2,903737,3072,450,4174,4,1094,467
1,39192,556,24,396,4,1062,436
1,8088,45,1,2,4,1867,689
1,10354,32,2,2,6,1388,2453
1,12935,200,13,43,4,1805,2037
1,652491,3858,141,393,4,956,900
1,150822,435,18,30,2,1171,788
1,141208,395,21,27,4,1394,249
5,232903,380,86,90,4,1933,2216
32461,40892,188,7,26,7,1126,260
5,13372980,19020,4020,1572,4,1517,2684
1,118764,404,114,51,4,826,651
1,91144,763,91,240,7,835,374
1,193784,1730,61,745,6,1188,483
13227,21025,54,3,5,4,1109,197
1,383395,961,559,147,4,1276,323
2,69587,427,26,152,7,1802,525
1,22043,83,9,8,7,1901,256
1,302126,2016,113,135,5,1300,812
5,374152,3663,42,741,6,1137,233
1,6764642,20206,1233,742,7,2025,298
2,623931,1831,108,426,1,1002,614
1,87389,59,18,23,5,854,141
1,59711,1277,22,284,3,852,383
18,1504024,1482,1575,0,4,1064,129
1,267800,702,48,9,4,1550,463
1,895357,13856,363,1707,2,1643,222
30,670,1,0,0,4,1064,5851
1,14644,78,9,16,6,1048,496
57,2207638,4429,570,149,4,1825,491
5,639663,2712,163,111,4,2549,570
4,153509,3955,30,430,2,986,431
1,141287,69,31,9,4,920,618
1,7473,16,3,0,1,1938,130
78,1852702,1296,291,74,4,3431,439
8,564106,2890,79,332,4,1853,600
7,129758,753,8,99,7,3432,204
1,717916,2562,826,3308,4,931,469
1,352776,1684,63,99,4,1002,183
1,359141,816,52,264,8,718,852
13,77974,45,31,5,5,852,1281
6,267455,432,86,13,4,1978,255
1,26873,111,2,7,4,1226,1522
3,1497915,11596,377,1850,2,1254,480
142,6281094,16111,2698,1498,7,1515,5329
1,4825,105,3,14,6,893,96
3,1727383,2825,692,150,5,1262,10020
2,90372,459,10,135,4,1114,251
2,18117,75,1,5,7,920,251
3,1080093,1551,142,119,4,2039,328
20,1314023,1934,811,673,4,2221,2192
1,255255,865,56,36,4,1024,2151
1,141684,264,28,35,4,2045,2280
1,193405,2459,212,471,4,851,80
7,6718,2,1,0,3,1248,3731
16,69383,592,5,54,4,1690,1048
1,482539,1182,50,76,4,1045,769
1,6638,26,11,2,6,984,49
1,2563892,13863,244,462,5,1781,146
3,102736,336,49,13,4,1550,297
1,2018394,5021,300,460,4,2175,256
2,71660,449,24,21,4,890,229
5,120957,634,42,146,1,2240,646
5,74185,149,26,11,7,2220,1621
36,9591347,38576,3407,2113,4,1285,229
1,663165,5855,137,127,4,935,239
1,5786,48,4,2,4,1598,336
1,623697,1369,135,206,7,1280,352
1,240120,2241,80,2252,5,845,569
6,41344,98,2,2,2,1746,187
1,25340,161,12,11,4,872,532
7,245088,3120,51,212,6,855,335
1,905173,1231,229,303,5,1051,360
2,884424,3552,787,1184,6,1216,112
32,198382,256,33,9,4,2573,282
5,700000,19306,372,800,2,813,392
6,1123431,19580,380,700,2,1344,396
1,51291,72,5,4,5,1257,1459
1,15185,55,45,3,5,978,73
2,112973,771,14,461,5,1125,979
1,347108,6649,85,2482,5,1126,216
1,571872,3836,2118,303,4,1650,57
6,185433,575,21,34,4,2377,526
4,113852,428,42,26,7,1410,4360
17,2303166,2061,636,154,4,1431,240
1,25203,126,2,9,7,2559,225
2,688422,219,121,0,3,1263,106
9,4999749,32738,706,1963,4,1619,236
1,2605715,10131,1182,1063,4,1604,2734
1,15535,79,1,1,7,827,241
11,264,2,2,0,3,1205,132
1,31767,218,11,21,4,1810,1231
1,307533,862,35,30,4,1683,204
4,1148747,6072,311,693,4,886,2780
1,10973,53,7,7,4,822,836
14,505112,1176,522,150,4,1464,1184
20,4533512,9754,1079,848,7,1857,5653
1,351086,198,95,69,7,963,246
1,686458,2903,312,179,4,599,614
2,996403,5699,183,356,7,983,282
639,547008,674,683,48,4,1006,61
1,574826,758,234,133,4,1248,409
1,625481,1030,148,119,4,1218,9536
1,1561313,7372,987,1048,3,719,587
7,754,2,0,1,7,1942,16
31,277944,804,236,153,4,1273,2567
1,45700,163,20,34,7,665,1194
2,2051,3,5,0,7,1405,36
2,82,0,0,0,4,1607,612
14,711,1,1,0,4,879,21
3,311398,553,66,30,4,1576,2259
2,58762,60,14,3,4,1956,254
2,23481,58,8,2,4,1239,453
2,537936,976,95,43,5,1222,5343
3,38761,56,12,2,4,1933,205
2,47966,112,9,27,4,938,460
1,12607,92,3,6,7,1809,570
2,41082,289,12,31,4,1211,58
5,4062314,17060,661,611,7,1114,176
1,103988,474,10,2,4,2471,178
2416,2762,7,0,0,7,1085,327
1,2851,36,4,4,3,821,2027
50157,130283,558,44,31,6,1185,107
1,6605,340,12,141,8,984,231
3,983108,890,198,260,5,1058,535
1,1986062,7146,433,300,7,1961,252
1,178956,1483,33,245,4,863,295
1,672,5,1,0,4,743,31
2,299847,1802,87,746,5,933,265
1,41813,151,13,0,6,918,256
5,992558,630,310,99,4,1189,843
2,731516,10756,197,999,4,1137,371
35,448143,6745,283,5015,2,773,345
4,1698790,7228,183,2156,7,812,1415
6,786706,5357,177,122,4,848,49
1,4456,29,0,0,7,2444,284
4,169280,356,40,31,7,834,333
1,7760,45,0,4,4,1864,534
1,70416,73,14,11,4,2738,671
4,91449,89,21,2,4,1820,6587
4,717505,720,235,0,4,862,1411
1,74514,66,18,20,4,941,181
1,862109,6265,409,1408,7,1132,337
1,699809,1640,494,440,4,1618,192
7,207768,1101,39,87,4,875,1450
2,61786,59,17,4,4,1414,8327
3,217825,698,65,213,5,826,264
1,65732,210,10,23,3,1265,611
1,45013,1033,35,768,8,2063,347
4,174433,213,22,7,4,1935,1186
1,202196,5307,236,241,1,726,1065
1,765050,4725,226,627,4,1625,2680
1,3099,1,1,0,4,878,8557
1,40389,250,7,9,4,751,189
1,13006,53,2,55,7,847,210
2,49013,113,5,6,4,3236,270
1,182,1,0,0,4,784,21
1,6067,10,1,0,4,2174,98
1,466377,6618,680,812,7,855,306
1,29391,0,0,13,8,1420,3036
1,147807,1697,105,153,4,868,120
14,955955,0,0,460,1,882,948
1,146013,2228,229,456,6,932,738
1,244156,2421,128,624,5,1171,604
4,147082,470,87,36,7,1997,320
47,250026,1349,20,419,5,1740,85
3,314818,822,75,124,4,859,3077
1,904315,1679,235,298,4,673,2253
1,131353,565,21,302,4,799,1655
1,94095,257,28,117,1,819,868
38264,55115,71,46,15,5,1167,243
2,1079832,1771,150,23,5,1397,197
2,912480,1179,253,99,4,896,9017
1,2321,20,0,8,4,1088,158
7,843324,1057,245,65,4,1670,6211
11,3749418,6896,990,325,4,1574,143
1,12606,82,1,12,4,1700,1295
12,1508163,4926,977,218,4,839,53
5,36772,138,4,7,2,1704,904
876,1174,11,2,5,4,1269,89
1,569,7,0,0,4,1538,27
3,2212842,2233,600,94,4,802,344
1,854557,3023,373,793,4,985,339
4,729767,303,183,57,4,1303,253
1,29732,34,6,6,4,1811,2454
2,45738,266,21,37,3,1548,4800
4,1152,0,0,0,4,1244,110
1,372,22,0,4,4,729,282
3,115903,264,46,26,7,2093,605
5,5404493,7296,1904,590,4,610,98
1,11653,104,2,9,4,1782,853
1,89,1,0,1,4,1709,293
4,132697,728,33,63,4,1833,424
5,66186,1135,25,135,4,1782,541
1,20304,42,0,2,7,2108,176
1,400242,5100,215,1031,8,916,1843
1,225061,947,46,94,2,1349,109
288343,292876,14,7,0,4,900,31
2,1633806,17310,632,5296,6,1086,506
3,27655,30,2,2,4,1951,124
12,125801,193,20,19,4,1752,46
9,173697,181,19,2,4,1773,272
1,789680,1638,61,88,4,1193,628
2,230804,1102,40,135,7,2475,197
12,801625,2295,306,55,4,1709,395
5,328707,5518,85,670,4,822,1194
2,1052920,1941,140,109,4,1104,279
1,234786,701,69,77,4,813,204
1,982507,969,176,57,4,872,8343
3505,10460,229,6,36,7,939,226
10488,20594,1009,21,137,5,1108,1325
3,475342,1682,71,53,4,1577,238
2,124638,324,25,15,4,1274,10169
1,202041,1336,47,904,5,872,298
2,12662,66,1,2,5,1450,59
1,515592,6910,173,1369,4,966,549
1,40997,63,23,7,4,1506,2576
1,483318,638,14,68,4,1591,261
4,1284646,1422,467,86,4,982,162
1,415,1,0,0,4,803,36
1,45347,748,19,268,8,847,198
7,615260,8402,115,1498,2,838,723
1,368425,955,81,29,4,856,85
33,434040,352,78,32,4,1274,8254
4,857115,11569,327,913,4,1180,326
2,158418,227,46,20,4,1859,2289
1,880790,1398,83,35,7,1198,303
1,3553,23,0,6,7,2503,325
1,54745,359,20,3,7,1297,217
2120,7357,17,1,23,4,695,263
1,316991,673,47,134,7,1275,2530
2,168117,176,30,10,8,1328,1600
5762,42529,188,30,23,1,1240,475
3,415158,1770,217,3563,4,833,684
662,1061,0,4,0,4,767,153
3,48572,302,6,175,4,1840,638
1,7492,80,12,12,2,1921,182
3,1676607,13672,1577,594,3,1184,259
17655,20601,30,18,2,5,1056,551
7,1332,0,0,0,4,946,28
3,55564,82,21,32,4,834,678
1,109891,188,20,15,7,1136,282
1,124636,1077,62,36,4,937,3041
4,2071,2,0,2,4,1697,33
259,8413074,8676,2295,434,4,1741,400
15,313489,70,44,2,4,2636,84
1,387569,5380,173,1460,6,829,529
3,2721386,7508,609,367,7,1143,287
2,12092,4,1,0,4,1683,655
1,5783,6,2,0,4,2299,628
21,160344,4050,88,1141,2,701,244
3,661048,1468,133,246,4,1211,269
1,24902,250,8,89,4,896,1373
10,421064,878,48,65,4,2511,453
2,658799,215,128,18,4,2013,92
1,177244,244,74,12,4,864,93
1,20434,287,77,37,2,1203,819
1,301662,2059,147,1315,2,804,454
3,54966,242,8,42,3,2845,347
2,42050,230,12,15,4,1278,14
2,100436,51,8,4,4,2129,92
